company,name,salary_top,salary_bottom,field,education,skills
company 19,job 190,5374.835665598789,4620.8995223592565,['internship'],['tertiary'],['Nursing - High Acuity']
company 19,job 191,9211.049650528697,8233.722626804354,['part time'],['tertiary'],['Agronomy & Farm Services']
company 19,job 192,631.7874328799155,499.52140350391414,['apprenticeship'],['tertiary'],"['Management - Store ', 'Dieticians', 'Management', 'Digital & Search Marketing', 'Analysts']"
company 19,job 193,988.2500963202034,832.4762098883521,['full time'],['secondary'],"['Body Corporate & Facilities Management', 'Fund Administration', 'Child Welfare, Youth & Family Services ']"
company 19,job 194,3327.971648470027,1706.7268029472493,['apprenticeship'],['MBA'],"['Other', 'Computer Operators']"
company 19,job 195,6420.14308793041,2614.7424065489945,['full time'],['tertiary'],"['Civil/Structural Engineering', 'Occupational Health & Safety', 'Analysis & Reporting', 'Self Employment']"
company 19,job 196,2693.9482052897824,2177.1939457571375,['full time'],['none'],"['Reservations', 'Actuarial', 'Medical Administration', 'All Construction ']"
company 19,job 197,2426.15932180807,959.3165112747138,['part time'],['none'],"['Public Transport & Taxi Services', 'Product Management & Development', 'Journalism & Writing', 'Illustration & Animation']"
company 19,job 198,9949.444978910808,8241.467213441543,['part time'],['secondary'],['Oil & Gas - Drilling']
company 19,job 199,6723.701875101309,3348.858186006661,['part time'],['secondary'],"['Agency Account Management', 'Programming & Production']"
company 20,job 200,6046.612842544873,5441.952324443095,['internship'],['none'],['Property Law']
company 20,job 201,5541.661474488591,1920.7588599173719,['internship'],['masters'],"['Banking - Corporate & Institutional', 'Ambulance/Paramedics', 'Banking - Retail/Branch']"
company 20,job 202,5734.818797033277,2172.1887023148147,['part time'],['tertiary'],['Fleet Management']
company 20,job 203,4847.101564000233,945.7675719583891,['full time'],['apprenticeship'],"['Front Office & Guest Services', 'Other', 'Management - Schools']"
company 20,job 204,5691.604672867924,1775.4238744744987,['part time'],['masters'],"[""Workers' Compensation"", 'Performing Arts', 'Automotive Engineering', 'Other']"
company 20,job 205,6037.191516615079,1384.1863796418763,['internship'],['tertiary'],"['Building Trades', 'Nannies & Babysitters']"
company 20,job 206,6098.855055564426,2203.086877928705,['apprenticeship'],['MBA'],"['Air Force', 'Management', 'Environment & Sustainability Consulting']"
company 20,job 207,8987.676416651648,399.55713027571727,['casual'],['secondary'],"['Medical Administration', 'Management']"
company 20,job 208,9855.60232841955,3337.05247582484,['internship'],['MBA'],['Other']
company 20,job 209,5453.64112714312,4359.036951404204,['casual'],['MBA'],"['Customer Service - Customer Facing', 'Taxation', 'Direct Marketing & CRM']"
company 21,job 210,4894.47998861063,1796.678624052026,['internship'],['apprenticeship'],"['Mortgages', 'Environmental Services']"
company 21,job 211,4753.700035045756,2479.008253317837,['apprenticeship'],['tertiary'],"['Payroll', 'Maintenance & Handyperson Services']"
company 21,job 212,9805.058105286482,164.62108790750162,['part time'],['none'],"['Funds Management', 'Government - State ', 'Risk Consulting', 'Analysis & Reporting', 'Speech Therapy']"
company 21,job 213,8043.813558401875,1751.6664109444514,['part time'],['apprenticeship'],['Foreperson/Supervisors']
company 21,job 214,9677.885522798311,2976.515759463063,['part time'],['PhD'],"['All Banking & Financial Services ', 'Air Force', 'Tailors & Dressmakers', 'Other']"
company 21,job 215,6612.826117053506,6176.459565912811,['casual'],['masters'],"['Chefs/Cooks ', 'Security Services']"
company 21,job 216,5466.5462912468865,3799.5739056327725,['part time'],['secondary'],"['Child Welfare, Youth & Family Services ']"
company 21,job 217,9181.859353785763,452.09428627195456,['apprenticeship'],['PhD'],"['Brokerage', 'Internal Communications', 'Farm Management', 'Consulting & Generalist HR']"
company 21,job 218,8543.570590537904,7380.728634972787,['part time'],['none'],['Management']
company 21,job 219,7691.887935640663,2338.5552596690072,['full time'],['PhD'],"['Plumbers', 'Pathology', 'Contracts Administration', 'Workplace Training & Assessment', 'Construction Law']"
company 22,job 220,7855.454239893626,6101.743807442521,['part time'],['tertiary'],"['Consulting & Strategy', 'Administrative Assistants ']"
company 22,job 221,4662.642748188952,947.5734580244899,['full time'],['tertiary'],"['Travel Agents/Consultants', 'Remuneration & Benefits', 'Policy', 'All Sport & Recreation', 'General Practitioners']"
company 22,job 222,6398.234280605551,1410.4461770231646,['part time'],['apprenticeship'],"['Financial Planning', 'Other', 'Risk Consulting', 'Management - Area/Multi-site', 'Cost Accounting']"
company 22,job 223,8720.452613279984,2963.8341966424096,['casual'],['PhD'],"['Nursing - Management', 'Settlements', 'Management']"
company 22,job 224,8060.311176695868,6534.9289738701145,['apprenticeship'],['PhD'],"['Other', 'Machine Operators', 'Insurance & Superannuation Law', 'Promotions']"
company 22,job 225,9858.726029387097,4460.308699373085,['internship'],['apprenticeship'],"['Materials Sciences', 'Account & Relationship Management']"
company 22,job 226,2324.551638669228,573.5419554621479,['apprenticeship'],['MBA'],"['Pattern Makers & Garment Technicians', 'Other', 'All Sales ', 'Estimating']"
company 22,job 227,9001.097736204054,7894.947000152192,['full time'],['masters'],"['Management', 'Merchandisers', 'All Government & Defence ', 'Other']"
company 22,job 228,1499.9421347680332,418.1068052620962,['casual'],['secondary'],"['Management', 'Rail & Maritime Transport', 'Accounts Receivable/Credit Control']"
company 22,job 229,3967.8431419820804,2163.775348705209,['part time'],['PhD'],"['Road Transport ', 'Tax Law', 'Team Leaders/Supervisors', 'Analysis & Reporting', 'Internal Communications']"
company 23,job 230,9302.45133256624,4549.883131826266,['full time'],['none'],"['Management - Internal', ""Workers' Compensation""]"
company 23,job 231,8888.04902136876,2364.5211285826285,['part time'],['tertiary'],"['Law Clerks & Paralegals', 'Architects', 'Sales']"
company 23,job 232,6994.618796824487,3296.80246939157,['casual'],['tertiary'],"['Business/Systems Analysts', 'Other', 'Power Generation & Distribution']"
company 23,job 233,7343.7157653855475,5034.321310255704,['apprenticeship'],['masters'],"['Conservation, Parks & Wildlife', 'Systems Accounting & IT Audit', 'Management']"
company 23,job 234,7744.320216255237,1225.7862897221562,['part time'],['apprenticeship'],"['Pattern Makers & Garment Technicians', 'Audit - Internal', 'Management - Schools', 'Consulting & Generalist HR', 'Sales']"
company 23,job 235,9639.018290890031,8196.644957328936,['part time'],['PhD'],"['Internal Communications', 'Nannies & Babysitters', 'Management']"
company 23,job 236,8824.234431803774,1493.4716645798874,['casual'],['secondary'],['Fashion & Textile Design']
company 23,job 237,6837.760659475405,4304.6980211366545,['part time'],['apprenticeship'],"['Materials Handling Engineering', 'Water & Waste Engineering', 'Foreperson/Supervisors']"
company 23,job 238,4416.678747721583,1114.0984308885338,['part time'],['MBA'],"['Other', 'Generalists - Law Firm', 'Automotive Trades ', 'All Banking & Financial Services ']"
company 23,job 239,6335.042885569691,5573.639703068003,['full time'],['masters'],"['Tour Guides', 'Floristry', 'Purchasing, Procurement & Inventory', 'Taxation']"
company 24,job 240,4529.9019136268125,1726.8757862746975,['part time'],['masters'],"['All Advertising, Arts & Media', 'All Design & Architecture', 'Telecommunications']"
company 24,job 241,2330.52104381847,362.3232180142055,['casual'],['masters'],"['Oil & Gas - Engineering & Maintenance', 'All Accounting ', 'Health, Safety & Environment', 'Treasury']"
company 24,job 242,539.0584702035694,318.08985252380074,['part time'],['masters'],"['Teaching - Secondary', 'Agency Account Management', 'Insolvency & Corporate Recovery']"
company 24,job 243,6494.071852977854,1085.9557684394538,['internship'],['apprenticeship'],"['Industrial & Employee Relations', 'Teaching - Secondary', 'Oil & Gas - Production & Refinement', 'Account & Relationship Management']"
company 24,job 244,4934.974737412134,1441.7075482385555,['internship'],['masters'],"['Estimating', 'Management', 'Conservation, Parks & Wildlife', 'Machine Operators']"
company 24,job 245,4189.86551082589,829.4774864625265,['casual'],['apprenticeship'],['Company Secretaries']
company 24,job 246,7497.0815524853415,2198.844993736887,['casual'],['secondary'],"['Management', 'Natural Therapies & Alternative Medicine', 'Other', 'Claims']"
company 24,job 247,9181.529619214209,7896.241404674385,['internship'],['PhD'],['Architects']
company 24,job 248,4742.555207619414,56.43595825914005,['part time'],['PhD'],"['Farm Labour', 'Nursing - Midwifery, Neo-Natal, SCN & NICU', 'Pharmaceuticals & Medical Devices', 'Hair & Beauty Services ', 'All Manufacturing, Transport & Logistics ']"
company 24,job 249,8598.487353973875,246.53384697182256,['internship'],['tertiary'],['Legal Secretaries']
company 25,job 250,931.6749432194526,732.5348648389552,['apprenticeship'],['MBA'],"['Management & Change Consulting', 'Other', 'Analysis & Reporting']"
company 25,job 251,4764.302935560028,963.6796560688388,['full time'],['PhD'],"['All Healthcare & Medical ', 'Telecommunications']"
company 25,job 252,2716.087706924738,378.90131548744654,['casual'],['masters'],['Supervisors']
company 25,job 253,4461.874536929824,1460.6314162275846,['part time'],['masters'],"['Management', 'Planning', 'Engineering - Hardware', 'Front Office & Guest Services']"
company 25,job 254,5903.865719350775,1588.0170772406066,['part time'],['tertiary'],"['Other', 'Accounts Payable', 'Security']"
company 25,job 255,4044.1644166260658,3060.266623520538,['apprenticeship'],['tertiary'],"['Health, Safety & Environment', 'Consulting & Generalist HR']"
company 25,job 256,2087.9083052747415,1581.5065030320086,['full time'],['tertiary'],"['Supervisors', 'Purchasing, Procurement & Inventory', 'Other']"
company 25,job 257,2136.041693765266,1566.6691767607622,['internship'],['secondary'],['Aged & Disability Support ']
company 25,job 258,2341.2544474797924,1562.2031884502508,['part time'],['none'],['All Real Estate & Property ']
company 25,job 259,7278.670824041143,337.0550307900233,['apprenticeship'],['secondary'],"['Management - Schools', 'Product Management & Development']"
company 26,job 260,6094.8750925039585,4066.1338272360413,['full time'],['PhD'],['Locksmiths']
company 26,job 261,8690.125439947582,6772.279135757674,['apprenticeship'],['masters'],"['Residents & Registrars', 'Food Technology & Safety', 'Internal Communications']"
company 26,job 262,7410.345158838358,2491.72118691434,['part time'],['none'],"['Chemistry & Physics', 'Residential Sales', 'All Accounting ', 'Travel Agents/Consultants', 'Consulting & Strategy']"
company 26,job 263,7315.3224954576235,1946.8260752787025,['part time'],['secondary'],"['Other', 'Tax Law', 'Database Development & Administration']"
company 26,job 264,2458.30042087828,2271.015890612962,['apprenticeship'],['none'],['All Construction ']
company 26,job 265,6591.818783513481,4806.303605769494,['internship'],['none'],"['Analysts', 'Sales - Pre & Post']"
company 26,job 266,4035.344684974319,1209.440182568462,['part time'],['none'],"['Tailors & Dressmakers', 'Surveying', 'Management']"
company 26,job 267,5930.637681535866,2946.2498048058173,['full time'],['apprenticeship'],"['Forensic Accounting & Investigation', 'Public Relations & Corporate Affairs', 'Editing & Publishing']"
company 26,job 268,8032.306603154406,856.3904986478077,['internship'],['none'],"['Employment Services', 'Foreperson/Supervisors', 'Project Management']"
company 26,job 269,9182.657726106712,2970.5496496213714,['casual'],['PhD'],"['Physiotherapy, OT & Rehabilitation ', 'Natural Therapies & Alternative Medicine', 'Other']"
company 27,job 270,9225.772507401643,8019.582070910266,['internship'],['masters'],['Planning & Scheduling']
company 27,job 271,6496.342329302633,2660.441449563019,['casual'],['PhD'],"['Management', 'Security', 'Management & Change Consulting']"
company 27,job 272,7480.41106626685,1062.594308697632,['part time'],['none'],"['Other', 'Road Transport ', 'Nursing - Psych, Forensic & Correctional Health']"
company 27,job 273,9818.856377641898,6178.509787705738,['full time'],['none'],"['Management', 'Generalists - Law Firm', 'Engineering - Network']"
company 27,job 274,7966.128514675896,2275.6846113754405,['full time'],['apprenticeship'],"['General Practitioners', 'Computer Operators', 'Other', 'Travel Agents/Consultants']"
company 27,job 275,5980.976738409796,5846.151595576936,['full time'],['apprenticeship'],"['Company Secretaries', 'Student Services', 'Management - Department/Assistant', 'Mining - Processing']"
company 27,job 276,6335.362390294273,5579.188222661724,['casual'],['apprenticeship'],"['All CEO & General Management', 'Engineering - Hardware', 'Brand Management']"
company 27,job 277,8527.982493578245,4803.624328680664,['casual'],['MBA'],"['Nursing - A&E, Critical Care & ICU', 'Management', 'Pathology', 'Agronomy & Farm Services']"
company 27,job 278,1888.750191338945,843.7406584531382,['part time'],['tertiary'],"['Butchers', 'Purchasing, Procurement & Inventory', 'Bookkeeping & Small Practice Accounting']"
company 27,job 279,5876.621331968672,5829.880331059358,['full time'],['PhD'],"['Industrial & Employee Relations', 'Teaching - Vocational', 'Programme & Project Management', 'Emergency Services']"
company 28,job 280,7061.2357545042905,5509.617961243254,['part time'],['secondary'],"['Credit', 'Web Development & Production', 'Mining - Engineering & Maintenance ']"
company 28,job 281,7956.187783276924,3133.6787826186073,['full time'],['tertiary'],"['Treasury', 'Collections', 'Compliance & Risk', 'Security']"
company 28,job 282,9599.435316230232,1984.5415452304505,['apprenticeship'],['none'],['Engineering Drafting']
company 28,job 283,8651.849157284621,2846.231598363039,['internship'],['apprenticeship'],"['Aviation Services', 'Other']"
company 28,job 284,6403.578811723758,3229.8648230605454,['full time'],['none'],['Mining - Engineering & Maintenance ']
company 28,job 285,6758.692545653724,5380.921735891725,['internship'],['PhD'],['Strategy & Planning']
company 28,job 286,8515.413012517804,3234.2866095956147,['apprenticeship'],['secondary'],['Farm Management']
company 28,job 287,8570.14180195903,6047.256209111803,['casual'],['masters'],"['Industrial Design', 'Stockbroking & Trading', 'Training & Development', 'Other', 'Locksmiths']"
company 28,job 288,2859.3781697558775,1784.6216492974454,['apprenticeship'],['PhD'],['Marketing Assistants/Coordinators']
company 28,job 289,8364.237254963124,6716.748915902777,['internship'],['PhD'],['Business/Systems Analysts']
company 29,job 290,6183.655389403753,2230.4144775703485,['internship'],['tertiary'],"['All CEO & General Management', 'Graphic Design', 'Interior Design']"
company 29,job 291,9163.508422465364,4415.512254217178,['apprenticeship'],['PhD'],"['Quality Assurance & Control', 'Nursing - Paediatric & PICU', 'Management - Store ', 'All Trades & Services ', 'Occupational Health & Safety']"
company 29,job 292,5329.971651016242,3764.0397356662934,['apprenticeship'],['MBA'],"['Business/Systems Analysts', 'Government - State ', 'Team Leaders', 'Emergency Services']"
company 29,job 293,8173.667265243019,999.4960247662954,['casual'],['tertiary'],"['Other', 'Modelling & Simulation', 'Assistant Accountants']"
company 29,job 294,7132.6180888904555,839.3637152681732,['full time'],['apprenticeship'],"['All Real Estate & Property ', 'Pharmaceuticals & Medical Devices', 'Couriers, Drivers & Postal Services', 'Painters & Sign Writers', 'Analysts']"
company 29,job 295,8383.552833683967,1458.1337509575244,['internship'],['none'],"['Child Welfare, Youth & Family Services ', 'Nursing - A&E, Critical Care & ICU', 'All Design & Architecture', 'Modelling & Simulation']"
company 29,job 296,4797.842711209521,1359.8593575274376,['apprenticeship'],['apprenticeship'],"['Rail & Maritime Transport', 'PA, EA & Secretarial']"
company 29,job 297,7895.548754720464,4975.436955246215,['internship'],['apprenticeship'],['Forensic Accounting & Investigation']
company 29,job 298,8510.979920149057,2197.528467932668,['casual'],['tertiary'],['Engineering - Software']
company 29,job 299,7062.450596655833,2298.478938804255,['casual'],['MBA'],"['Nursing - Community, Maternal & Child Health', 'Estimating', 'Pathology', 'Sales - Inbound']"
company 30,job 300,9005.994945814415,8455.226819542691,['apprenticeship'],['apprenticeship'],"['Psychology, Counselling & Social Work ']"
company 30,job 301,6985.188715444205,2265.465320780118,['apprenticeship'],['apprenticeship'],"['Other', 'Customer Service - Customer Facing', 'Estimating', 'Mining - Engineering & Maintenance ']"
company 30,job 302,8191.130621979247,4930.769166803176,['casual'],['PhD'],"['All Manufacturing, Transport & Logistics ', 'Teaching - Secondary', 'Generalists - Law Firm', 'Horticulture']"
company 30,job 303,9827.573719722535,2590.2719196142443,['apprenticeship'],['PhD'],"['Law Clerks & Paralegals', 'Process Engineering']"
company 30,job 304,5005.746572390221,2404.10129958312,['casual'],['MBA'],"['Pickers & Packers', 'Engineering Drafting']"
company 30,job 305,6783.764601491861,6600.430904254311,['apprenticeship'],['tertiary'],"['Board Appointments', 'Product Management & Development', 'Technicians ']"
company 30,job 306,8866.761194722803,6711.378412231114,['casual'],['tertiary'],['Other']
company 30,job 307,9527.541555462722,5555.809399835902,['apprenticeship'],['none'],"['Residents & Registrars', 'Assistant Accountants', 'Intellectual Property Law']"
company 30,job 308,8066.95129728131,1943.5455415067981,['casual'],['secondary'],"['Remuneration & Benefits', 'Management', 'Body Corporate & Facilities Management', 'Media Strategy, Planning & Buying']"
company 30,job 309,4152.921768779921,823.6856208581455,['internship'],['apprenticeship'],['Financial Accounting & Reporting']
company 31,job 310,4735.514015919283,2174.864106236468,['full time'],['secondary'],"['Sales - Inbound', 'Residential Leasing & Property Management', 'Marketing Communications', 'Management - Internal', 'All Engineering ']"
company 31,job 311,3363.7570637832514,922.0668807352483,['apprenticeship'],['apprenticeship'],"['Locksmiths', 'Web Development & Production', 'Farm Labour']"
company 31,job 312,3719.504094839009,2764.7134173840404,['apprenticeship'],['MBA'],['Management']
company 31,job 313,5733.0017794306195,1539.911699486879,['apprenticeship'],['PhD'],"['Other', 'Nursing - Paediatric & PICU', 'Childcare & Outside School Hours Care ']"
company 31,job 314,2756.5024790909733,1524.7993797188442,['part time'],['PhD'],"['Coaching & Instruction', 'Management', 'Database Development & Administration', 'Stockbroking & Trading', 'Event Management']"
company 31,job 315,5953.9212197066645,4071.0294990280336,['casual'],['PhD'],"['Other', 'Dental ']"
company 31,job 316,3828.3420463870643,1626.9346801334007,['internship'],['secondary'],"['Product Management & Development', 'Plant & Machinery Operators ', 'Consultants', 'Natural Therapies & Alternative Medicine']"
company 31,job 317,4394.95456818293,366.037191260189,['internship'],['masters'],"['Teaching - Early Childhood', 'Government - Federal ', 'Other']"
company 31,job 318,3999.2654720339115,68.2726120470467,['part time'],['MBA'],"['Building Services Engineering', 'Other', 'Other', 'Painters & Sign Writers', 'Physiotherapy, OT & Rehabilitation ']"
company 31,job 319,8973.87847510744,3526.739317393327,['full time'],['apprenticeship'],"['Conservation, Parks & Wildlife', 'Chefs/Cooks ']"
company 32,job 320,8140.133566448273,415.8461932231405,['full time'],['apprenticeship'],"['Consulting & Generalist HR', 'Analysts']"
company 32,job 321,2148.257090150094,1789.2577514687857,['part time'],['PhD'],"['Automotive Trades ', 'Automotive Engineering']"
company 32,job 322,7993.812142903561,2571.8331684071536,['casual'],['apprenticeship'],"['Other', 'Security', 'Marketing Communications']"
company 32,job 323,6181.947946710848,1936.1986204944726,['internship'],['none'],"['Telecommunications', 'Litigation & Dispute Resolution']"
company 32,job 324,5099.5245423156275,3178.5137229779116,['casual'],['MBA'],"['Conservation, Parks & Wildlife', 'Banking - Corporate & Institutional', 'Sales - Inbound', 'Government - Local ']"
company 32,job 325,5593.295029634823,5185.655158174938,['part time'],['none'],"['Industrial Relations & Employment Law', 'Public Transport & Taxi Services']"
company 32,job 326,8882.85662410839,3579.411879002806,['full time'],['secondary'],"['Nursing - Paediatric & PICU', 'Plumbers', 'Family Law']"
company 32,job 327,9059.780476783948,8855.25899311909,['part time'],['PhD'],"['Field Engineering', 'Systems Engineering', 'Editing & Publishing', 'Fitness & Personal Training', 'Trade Marketing']"
company 32,job 328,8773.578525680794,7769.097426694892,['casual'],['masters'],"['Media Strategy, Planning & Buying', 'Speech Therapy', 'Gaming', 'Pharmaceuticals & Medical Devices']"
company 32,job 329,8461.153447072593,7218.279768216479,['part time'],['tertiary'],"['Occupational Health & Safety', 'Contracts Management', 'Nursing - Midwifery, Neo-Natal, SCN & NICU']"
company 33,job 330,8813.688372036013,5894.337074921531,['casual'],['apprenticeship'],"['Editing & Publishing', 'Residential Leasing & Property Management', 'Other', 'Account & Relationship Management', 'All Manufacturing, Transport & Logistics ']"
company 33,job 331,9084.971752480726,104.12634541511866,['full time'],['MBA'],"['Maintenance & Handyperson Services', 'All Advertising, Arts & Media']"
company 33,job 332,8912.0552672782,2184.973164180449,['part time'],['none'],"['Product Management & Development', 'Medical Imaging', 'Taxation', 'Mathematics, Statistics & Information Sciences', 'Business/Systems Analysts']"
company 33,job 333,8783.795112593314,7400.3126447488075,['internship'],['masters'],"['Building Trades', 'Valuation', 'Media Strategy, Planning & Buying', 'Agronomy & Farm Services']"
company 33,job 334,9820.335375773831,7296.973423598652,['part time'],['apprenticeship'],"['Aviation Services', 'Retail Assistants ']"
company 33,job 335,9613.88547066814,2946.156965850267,['part time'],['apprenticeship'],"['Management - Store ', 'Couriers, Drivers & Postal Services']"
company 33,job 336,4236.488894583861,611.6010080106815,['internship'],['none'],"['Treasury', 'Account & Relationship Management', 'Administration', 'Sales Coordinators', 'Mining - Engineering & Maintenance ']"
company 33,job 337,3756.026859463025,3649.8877420160593,['casual'],['MBA'],"['Nursing - Midwifery, Neo-Natal, SCN & NICU', 'Other', 'All Mining, Resources & Energy ']"
company 33,job 338,4643.8918393570475,603.0411063995766,['internship'],['masters'],"['PA, EA & Secretarial', 'Tailors & Dressmakers']"
company 33,job 339,2150.233182357114,327.98071154139683,['part time'],['PhD'],"['Other', 'CEO', 'Photography', 'Dental ', 'Medical Administration']"
company 34,job 340,5801.756708839064,268.4457415598518,['apprenticeship'],['masters'],"['Agency Account Management', 'Industrial Engineering', 'Sales - Inbound', 'All Real Estate & Property ', 'CEO']"
company 34,job 341,7782.068327393885,6593.084385968605,['casual'],['tertiary'],['Nursing - Aged Care ']
company 34,job 342,7511.300878945647,1773.3458174556504,['casual'],['PhD'],['Mechanical Engineering']
company 34,job 343,569.7821756720544,24.779866790354266,['part time'],['MBA'],"['Telecommunications', 'Legal Secretaries']"
company 34,job 344,3182.881379592203,2914.821083185719,['apprenticeship'],['apprenticeship'],"['All Insurance & Superannuation', 'Buying']"
company 34,job 345,8184.607822843143,3047.4854935494855,['casual'],['PhD'],"['Veterinary Services & Animal Welfare', 'Interior Design', 'Banking & Finance Law', 'Teaching Aides & Special Needs', 'Account & Relationship Management']"
company 34,job 346,8098.551186233159,5802.0548935864035,['casual'],['masters'],"['All Government & Defence ', 'Interior Design', 'Couriers, Drivers & Postal Services', 'Customer Service - Call Centre', 'Valuation']"
company 34,job 347,8412.053972613485,7677.899296094415,['part time'],['PhD'],['Mechanical Engineering']
company 34,job 348,5102.1805581478575,843.3428270230004,['apprenticeship'],['secondary'],"['Architecture', 'All Real Estate & Property ', 'Architectural Drafting']"
company 34,job 349,9934.646240937947,3687.8939230715737,['part time'],['masters'],"['Contracts Management', 'Police & Corrections']"
company 35,job 350,5389.995945865078,1780.6865416308758,['part time'],['tertiary'],"['Urban Design & Planning', 'Commercial Sales, Leasing & Property Mgmt', 'All Information & Communication Technology ']"
company 35,job 351,8734.458557331847,7372.085092673289,['casual'],['PhD'],"['Nursing - Educators & Facilitators', ""Workers' Compensation""]"
company 35,job 352,9742.518107692837,356.591456925629,['full time'],['masters'],"['Nursing - Community, Maternal & Child Health', 'Web Development & Production', 'COO & MD']"
company 35,job 353,6430.144761171157,2883.6821267170567,['internship'],['secondary'],"['Fishing & Aquaculture', 'Accounts Receivable/Credit Control', 'Litigation & Dispute Resolution', 'Other']"
company 35,job 354,2620.246732537923,2422.083535094841,['internship'],['apprenticeship'],"['Banking - Retail/Branch', 'Bookkeeping & Small Practice Accounting', 'All Self Employment']"
company 35,job 355,1406.3236069657669,1057.6742260063688,['casual'],['apprenticeship'],"['Hair & Beauty Services ', 'Other', 'Engineering Drafting', 'Organisational Development', 'Agronomy & Farm Services']"
company 35,job 356,8135.975883989822,5346.604050147931,['casual'],['tertiary'],"['Superannuation', 'Administration', 'Financial Managers & Controllers', 'Environmental, Earth & Geosciences']"
company 35,job 357,1586.6009389687586,154.05478589411103,['part time'],['none'],"['Surveying', 'Other']"
company 35,job 358,9922.43539199957,4297.369439583183,['part time'],['tertiary'],"['Nursing - Community, Maternal & Child Health', 'Management', 'Team Leaders/Supervisors', 'Web Development & Production']"
company 35,job 359,9296.984210347875,6067.14749375076,['full time'],['PhD'],"['Insolvency & Corporate Recovery', 'Project Engineering']"
company 36,job 360,2425.807496978808,2246.1430360814215,['full time'],['apprenticeship'],"['Quality Assurance & Control', 'All Healthcare & Medical ', 'Pathology', 'Sales - Outbound', 'Food Technology & Safety']"
company 36,job 361,5751.5985750520995,4727.054724422744,['internship'],['tertiary'],"['Automotive Trades ', 'Management', 'Quality Assurance & Control', 'All Design & Architecture', 'Management']"
company 36,job 362,7854.729719142088,1883.3840731239716,['full time'],['masters'],"['Supervisors', 'Assistant Accountants', 'Team Leaders', 'All Healthcare & Medical ', 'Administrative Assistants ']"
company 36,job 363,2548.778809626808,552.2989024214131,['full time'],['tertiary'],"['PA, EA & Secretarial', 'Web & Interaction Design', 'Retail Assistants ']"
company 36,job 364,6529.332104832696,3110.296121095364,['full time'],['tertiary'],"['Library Services & Information Management', 'Community Development', 'Programme & Project Management', 'Gaming']"
company 36,job 365,8693.969410090649,1953.5814901023152,['full time'],['apprenticeship'],"['Nursing - High Acuity', 'Sales Representatives/Consultants ', 'Underwriting', 'Management - Area/Multi-site']"
company 36,job 366,7628.655875506774,5902.290007869573,['internship'],['none'],"['Natural Therapies & Alternative Medicine', 'Market Research & Analysis', 'Systems Engineering']"
company 36,job 367,7131.947999200431,2287.261514296932,['full time'],['PhD'],"['Brand Management', 'Criminal & Civil Law', 'Public Relations & Corporate Affairs']"
company 36,job 368,3828.3023114217176,3364.0757622284577,['apprenticeship'],['secondary'],"['Banking - Business', 'Law Clerks & Paralegals']"
company 36,job 369,6359.8091784909475,2154.576668491749,['casual'],['MBA'],"['Community Development', 'Travel Agents/Consultants', 'Corporate Development']"
company 37,job 370,9090.903568544296,6391.542558177131,['internship'],['apprenticeship'],"['Farm Labour', 'Maintenance & Handyperson Services']"
company 37,job 371,6082.554497886455,1903.712301154289,['full time'],['none'],['Other']
company 37,job 372,5611.770291682819,3930.40870920049,['full time'],['none'],"['Management', 'Management', 'Housekeeping', 'Chefs/Cooks ', 'Housing & Homelessness Services']"
company 37,job 373,8191.064946364007,6355.820551092287,['full time'],['tertiary'],['Travel Agents/Consultants']
company 37,job 374,3066.7802254488774,54.77068752861247,['part time'],['secondary'],"['Contracts Management', 'Contracts Administration', 'Other', 'Air Conditioning & Refrigeration', 'PA, EA & Secretarial']"
company 37,job 375,2393.9094250251283,432.14892071411157,['casual'],['none'],"['Sales - Outbound', 'All Legal ', 'Treasury']"
company 37,job 376,5852.888276762533,3769.5247979553506,['part time'],['apprenticeship'],"['Airlines', 'Promotions', 'Risk Consulting', 'Environmental Engineering', 'Chiropractic & Osteopathic']"
company 37,job 377,6932.477722786261,2462.405641986881,['casual'],['PhD'],"['Emergency Services', 'Health, Safety & Environment']"
company 37,job 378,8935.967301304081,4084.603331369998,['part time'],['none'],"['Road Transport ', 'Pharmaceuticals & Medical Devices', 'Teaching Aides & Special Needs']"
company 37,job 379,1966.8243541525653,69.87312051629502,['apprenticeship'],['secondary'],['Other']
company 38,job 380,1896.577431353924,108.73350900232114,['apprenticeship'],['tertiary'],"['Receptionists', 'Marketing Communications', 'Management', 'Physiotherapy, OT & Rehabilitation ']"
company 38,job 381,1476.3106003021908,457.90786805545713,['part time'],['tertiary'],"['Maintenance', 'All Marketing & Communications ']"
company 38,job 382,2370.1081445519103,2064.7383684925467,['apprenticeship'],['tertiary'],"['Pharmacy', 'Clinical/Medical Research', 'Direct Marketing & CRM', 'Nursing - Aged Care ']"
company 38,job 383,9348.000434687294,5850.386823268683,['casual'],['PhD'],"['Hair & Beauty Services ', 'General/Business Unit Manager', 'Mining - Engineering & Maintenance ', 'Plumbers', 'Quality Assurance & Control']"
company 38,job 384,9947.172587494357,6963.585031947332,['casual'],['MBA'],"['Other', 'Business/Systems Analysts']"
company 38,job 385,8685.178239033048,6615.225495503545,['full time'],['apprenticeship'],"['All Retail & Consumer Products ', 'Nursing - High Acuity', 'Government - State ']"
company 38,job 386,8401.950185012112,7490.256674515872,['part time'],['secondary'],"['Management', 'Records Management & Document Control', 'Physiotherapy, OT & Rehabilitation ', 'Brand Management', 'Illustration & Animation']"
