company,name,salary_top,salary_bottom,type,education,latitude,longitude,skills,description
company 22,job 222,6226.581467764527,5828.0368262904,internship,PhD,-33.79454906672621,150.92689790625758,"['Other', 'Remuneration & Benefits']","American University of Armenia is seeking an Executive
Assistant to provide assistance to the President, Provost, Vice President
of Operations/ Chief Operating Officer, and Vice President of Finance/
Chief Financial Officer."
company 22,job 223,9925.571553847118,5398.896522729858,casual,tertiary,-33.77671732860151,151.1121202752622,['Water & Waste Engineering'],"Orange Armenia is looking for an International Roaming
Coordinator to develop and maintain Orange Armenia competitive and
profitable voice and multimedia roaming offer for owned clients and
visitor roamers. This mission is done in coordination with partner
operators and Orange Armenia."
company 22,job 224,8362.745989229663,4171.105217887696,full time,secondary,-34.0679531352666,151.43549650909583,"['Public Transport & Taxi Services', 'Other', 'Records Management & Document Control']","City-Mobil is looking for an Accountant to be a part of
a financial management team and fulfill below mentioned responsibilities."
company 22,job 225,2187.560200185754,688.3946943352837,apprenticeship,none,-34.0595001170332,151.43502651462407,"['Other', 'Teaching - Secondary', 'Management Accounting & Budgeting']","SKIL Foundation is looking for an Executive Director
who will lead the team members. The incumbent should be an
action-oriented energetic individual, with analytical, creative and
managerial skills."
company 22,job 226,4395.830392073433,2170.6750306893487,apprenticeship,none,-34.019568256707636,150.99937110048918,"['Speech Therapy', 'All Science & Technology', 'Client & Sales Administration', 'Recruitment - Internal', 'Medical Imaging']","Under the general supervision of the Programme
Officer, the incumbent contributes to the design and implementation,
evaluation of the Education Programme, data analysis and progress
reporting within the Republic of Armenia.
This is one - year contract (renewable) fixed term appointment under the
100 series of the UN staff rules & regulations."
company 22,job 227,6911.8251501274135,1586.607581363274,apprenticeship,postgraduate,-33.898643845062296,150.8996129170274,"['Purchasing, Procurement & Inventory']","The incumbent will assist in management of news
service."
company 22,job 228,5091.5503972714705,4820.133592001475,part time,tertiary,-33.64854145807818,151.26832974326592,"['Audit - External', 'Speech Therapy', 'Management ']","Under the responsibility of the Project Director, the
Project Manager has the main responsibility to coordinate the partners
and experts action. The Coordinator will be responsible for guiding the
overall strategy implementation of related activities within the project
and via partners. He/ she will provide timely and relevant information to
project stakeholders."
company 22,job 229,4782.44432109354,1053.8303310683793,internship,masters,-33.7255887348392,151.4386696909168,['Management & Support'],"The Social Marketing Content Developers (SMCD) role is
to manage the day-to-day content that PicsArt publishes on company's
blog, Facebook page, Twitter feed, Pinterest boards, and G+ page. The
SMCD will work with company's internal marketing team and with its
rabidly loyal user base to develop unique new content and aggressively
grow its following across various social media channels."
company 23,job 230,5617.0489900554385,2792.0100357407396,part time,none,-33.78482715169795,151.53331224104653,['Other'],"CARD Foundation is looking to recruit a Quality
Assurance Expert to evaluate the quality of the assessments conducted for
the Markets for Meghri project. This includes evaluation of four
documents: Meghri Sub-Region Socio-Economic Baseline and Meghri
Sub-Region Financial Market Assessments, Markets for Meghri Sub-annual
and Annual monitoring reports. The main objective of the evaluation is to
provide CARD foundation and Markets for Meghri project team with detailed
information about deficiencies and strengths of the conducted assessments
to further improve the quality of the M4M project M&E system."
company 23,job 231,7100.602661364443,5299.734521572247,internship,secondary,-33.777103001723184,151.28259304312925,"['Biotechnology & Genetics', 'Architectural Drafting', 'Volunteer Coordination & Support']","Secretarial Assistants for the Registry of the
European Court of Human Rights.
Under the authority of the Registrar of the Court and a Head of a Legal
Division, the post-holder will provide a variety of secretarial support
in compliance with general guidelines and priorities and with a concern
for quality, efficiency and accuracy."
company 23,job 232,5703.386889861772,2352.8358912732006,apprenticeship,secondary,-33.88832171786815,150.9706138382422,"['Farm Labour', 'Banking - Retail/Branch', 'Other']","The Sales Manager will be responsible for promoting and
selling the companys products on retail marketplaces."
company 23,job 233,8173.241701555138,5731.885119688594,internship,postgraduate,-33.68187656745755,151.35278852222532,"['Systems Accounting & IT Audit', 'All Self Employment', 'Mining - Operations', 'Estimating']","The consultant will report to the World Bank and to
the Country Program Coordination Team.
Objective of the Assignment
Develop a consolidated operational work-plan for Program implementation
at a country level (the Country Work-plan) that can: (i) deliver
measurable and sustainable results of improved forest governance on the
ground within the Program period (2008-2011), (ii) increase ownership,
engagement and capacity of national stakeholders, and (iii) make fully
effective and coordinated use of existing capacities, national and
international experience and comparative advantages of the Implementing
Organizations (IOs) and other Program partners."
company 23,job 234,7805.155985912863,2459.468844300449,apprenticeship,masters,-33.8396115914671,151.03100948610006,"['Other', 'Generalists - In-house', 'Pharmacy']","ArmenTel is looking for candidates to fulfill the
position of Telesales Specialist."
company 23,job 235,6758.6692528950225,5923.218918601292,part time,none,-33.96129108812301,151.17169057661766,"['Purchasing, Procurement & Inventory']","AtTask has an opening for Java Developers to assist in
the development of its project management application at Yerevan office."
company 23,job 236,9402.531889614856,2662.8766921178926,apprenticeship,secondary,-33.67446639990881,151.2634091563426,"['Testing & Quality Assurance', 'Corporate Finance & Investment Banking', 'Recruitment - Agency']","Vested Development Inc. is actively looking for Java
developers for complex and long-term projects. The position entails
working with Sun and IBM products, portal solutions, the latest Java
technologies."
company 23,job 237,5069.381890947626,3157.7227867176794,full time,postgraduate,-34.058740836788864,151.04350246603727,"['All Construction ', 'Teaching - Vocational', 'Planning & Scheduling']","TSG has two immediate openings for a Translator/
Interpreter for a USAID-funded project in Yerevan to strengthen social
protection systems."
company 23,job 238,9740.06958354699,1416.1920856623844,part time,PhD,-33.82233954577957,151.40618490212196,"['Security Services', 'Medical Specialists', 'Bar & Beverage Staff']","WestSoft LLC is seeking a highly motivated person for
the position of Software Developer C#/ C++ to join the company's
software development process."
company 23,job 239,9176.388880394139,5998.104362907429,full time,secondary,-34.0354842654294,150.96785777153335,"['Performing Arts', 'Media Strategy, Planning & Buying']","Sis Natural Ltd is looking for a highly motivated
person to fulfill the duties of executive assistance to management."
company 24,job 240,9682.39294024226,3164.6108786690697,apprenticeship,secondary,-33.94772570661316,151.46352274617098,"['Analysts', 'Locksmiths', 'Residential Sales', 'Gaming']","The project will be focused on rebuilding and enhancing
the existing system, which may include front-end design as well as
back-end programming."
company 24,job 241,7507.400272998115,4418.308759737443,apprenticeship,PhD,-33.962770369514075,151.1250553384311,"['All Healthcare & Medical ', 'Risk Consulting']","USAID Enterprise Development and Market Competitiveness
Project (EDMC) which is implemented by the Pragma Corporation is seeking
a qualified Expert Industry Statistician. The position will be a part of
EDMC Technical Team and will work under the supervision of the Deputy
Chief of Party and M&E specialist. The Expert will mainly be responsible
for validating and analyzing baseline data and annual industry statistics
concerning four industries: High Tech, Tourism, Food Processing and
Pharmaceuticals.
Deliverables:
- Recommendations on baseline data comparison and final recommendation of
the source and method of data analysis for reporting for each industry
level project monitoring indicator;
- Recommendations on annual reporting of the indicators based on the best
data source meeting the requirements of quality criteria of validity,
timeliness, reliability, precision and integrity;
- Exit Report with all recommendations including clear baselines for each
value chain, Industry Level statistics and data reporting."
company 24,job 242,7707.977492635891,3918.606502068236,part time,postgraduate,-33.78119921884408,151.152274099724,"['Management', 'Field Engineering', 'Veterinary Services & Animal Welfare']","Synopsys Armenia CJSC is seeking a Senior Software
Developer to be engaged in software design and development using C/C++."
company 24,job 243,3168.5090373691705,905.195024273634,internship,postgraduate,-33.87791938388423,150.9935844027599,['Nursing - Educators & Facilitators'],"The C++ Engineer will participate in the development of
a multiplatform Client application."
company 24,job 244,3415.3950680363787,759.6887233639815,casual,none,-34.071164719279956,151.19547541058452,"['Brokerage', 'Oil & Gas - Drilling', 'Health, Safety & Environment']","TopS BI needs Java/Web  programmer in Department of
electronic business and custom-made development. On the given direction
the company offers services on professional development of the software
on the basis of platforms J2EE, Oracle9i/10g, SAP NetWeaver, IBM
WebSphere, Microsoft .NET for Russian and western business. The basic
projects - development and introduction of corporate portals, B2B
systems, electronic trading platforms, other corporate systems. A young,
professional, vigorous team. The high quality standards are supported,
introduced RUP and tools Rational."
company 24,job 245,5503.88985490986,3588.429719129127,part time,none,-33.78274475000685,151.30216948783192,"['Management ', 'Fitters, Turners & Machinists', 'Laboratory & Technical Services']","The Electrician will be in charge of exploitation,
maintenance, repair and installation of electrical equipment in mobile
base stations (BS), headquarters (HQ) and other premises in accordance
with the approved internal and external normative documents."
company 24,job 246,9277.331090802705,5281.274801958058,casual,tertiary,-33.88366233220437,151.32718555938982,"['Recruitment - Internal', 'Policy', 'Road Transport ']","Company is looking for a competent and motivated
Engineer/ System Administrator with experience in media, to provide
support to the team of multimedia journalists and maintain media
production equipment as well as computer systems in good working
condition."
company 24,job 247,6093.7666090355915,4428.791708961882,apprenticeship,none,-33.67903307636356,151.0326341792916,"['Building Trades', 'Cost Accounting', 'Financial Planning', 'Industrial Engineering']","Kamurj UCO CJSC announces a competition for the
position of its Kapan (Syunik marz) Branch Manager whose main
responsibilities include organizing the efficient work of the branch
staff, managing lending activities, ensuring high quality of services
provided by the company, being in close cooperation with the customers,
approving loans, ensuring that the lending targets are met, etc."
company 24,job 248,9866.199041360802,6251.906920016408,part time,secondary,-34.010390228320304,150.99795975713425,"['Banking & Finance Law', 'Taxation', 'Fashion & Textile Design', 'Community Development']","Mentor Graphics Development Services CJSC seeks a
highly motivated Technical Marketing Engineer with the capability and
desire to make a significant contribution to the IC design and
manufacturing industry. This latest addition to the company team will
support the creation and market introduction of new solutions in the
Calibre product line focusing on the area of power analysis."
company 24,job 249,6304.283003693083,1481.3424412728848,internship,postgraduate,-33.754713144174744,151.1221272191647,"['Other', 'Customer Service - Call Centre', 'Management - Vocational']",Monitis CJSC is seeking a Senior Web Developer.
company 25,job 250,7508.745614110717,1521.7147821232923,part time,postgraduate,-33.769439873147974,151.15914866827168,"['Industrial Relations & Employment Law', 'Foreperson/Supervisors', 'Security']","The IT Project Manager is a senior professional
position responsible for organizing, implementing and overseeing IT
projects in accordance with the project Terms of Reference plan and other
specific requirements."
company 25,job 251,9147.013713055703,5945.317296075139,part time,none,-33.716254579054386,151.42079082710535,"['Urban Design & Planning', 'Strategy & Planning', 'Financial Managers & Controllers', 'Management']","We currently look for committed individuals to fill
the vacancies of programmers."
company 25,job 252,9173.535673421444,8911.342661313618,apprenticeship,secondary,-33.854077810101984,151.36912521496697,"['Web & Interaction Design', 'Collections', 'Residents & Registrars']","Geoteam CJSC is looking for a Purchasing Supervisor to
direct and coordinate activities of personnel engaged in the purchase of
materials, supplies and services for the company."
company 25,job 253,8253.89207956016,5844.095638384604,full time,postgraduate,-33.89954418935805,151.40764709508645,"['Maintenance', 'All Insurance & Superannuation', 'Agency Account Management']","The incumbent will be responsible for active promotion
of Rotapharm pharmaceutical products."
company 25,job 254,9126.948979870436,3892.4831505582924,apprenticeship,secondary,-33.98443496129923,150.92722680167446,['Quality Assurance & Control'],"The incumbent will work under the direct supervision of
the company President and be primarily responsible for covering the front
desk."
company 25,job 255,8435.077361525195,1553.8868850995514,casual,tertiary,-33.73847064364096,151.28982715068327,"['Nursing - Psych, Forensic & Correctional Health']","AtTask builds software that helps people get organized
and work together. The company needs a Software Development Manager to
lead a group of Java developers and help deliver on the promise of
Enterprise Work Management. As a Development Manager with AtTask, the
incumbent will help AtTask take its technology, processes and
organization to the next level. The primary focus of this role is to
drive the creation of world-class software through a combination of
technical expertise, thought leadership, and direct management of several
engineers. The Software Development Manager will help the team develop
their skills and become more innovative, productive and successful at
their craft. The incumbent will also contribute to the development of the
AtTask application 20-30% of the time by contributing on an Agile team,
choosing what they want to work on and executing at a rapid pace.
Company's success is based on hiring top talent, so the incumbent can
expect to spend his/ her days interacting with like-minded people who
share his/ her passion for building great software and believe in the
AtTask mission."
company 25,job 256,5174.72187404175,222.0131060388719,full time,none,-33.94826326650551,151.52460985257068,"['Board Appointments', 'Nursing - A&E, Critical Care & ICU']","Atenk LLC is looking for a qualified Production
Engineer/ Technologist for its meat processing company."
company 25,job 257,2460.8162483460537,1154.8972119468915,apprenticeship,postgraduate,-34.0872319155015,151.08345980331055,"['Client & Sales Administration', 'Other']","The incumbent will be responsible for introducing
company's services to customers."
company 25,job 258,4222.954402255773,2415.8860361928523,internship,secondary,-34.09212196214197,151.08722257624203,"['Other', 'Audit - External']","The Assistant Administrator is responsible for
managing the administrative files of national personnel and for the
administrative and financial management of the project."
company 25,job 259,8777.545683140292,5696.667443442908,internship,secondary,-33.97752687224337,151.42829271681106,"['Sales - Outbound', 'Generalists - Law Firm']","Financial Manager performs duties and activities to
conduct financial activities. The position will be viewed as the primary
point person accountable for ensuring that necessary action plans are
completed in a timely, cost effective, operationally effective manner."
company 26,job 260,5707.458209738244,4422.032889327929,casual,PhD,-34.07503718244423,151.28466378318905,"['Management', 'Graphic Design', 'Receptionists', 'Architecture']","We are looking for an expert in Mass Media to
coordinate our media projects at the Caucasus Media Institute in
Yerevan."
company 26,job 261,7459.209283840733,2928.2600373334435,casual,secondary,-33.72714892271664,151.31719642002918,"['Other', 'Management - Internal', 'Ambulance/Paramedics']","The incumbent will create iOS software that stands out
from the masses."
company 26,job 262,8991.184423191207,2816.0409548787325,internship,postgraduate,-33.94174821293377,150.94316814498035,"['Quality Assurance & Control', 'Environmental Services']","Shant TV is looking for a PR Manager to join the
company's team. In this role, you will be responsible for leading and
developing pro-active strategies and plans for PR across various channels
and supporting the overall marketing objectives."
company 26,job 263,8191.258662532743,587.5497307304412,full time,PhD,-34.054515767670324,151.34322560839192,"['Tutoring', 'Buying']","Vardion LLC announces job opening for the full-time
position of Architecture-Designer.
Interior designers plan and organize the design and decoration of
interiors. Their work can involve homes, offices, hotels, public
building. Their work with customers or architects to create a design
that suit the building and the client. Many interior designers also
recommend people to carry out the work and supervise their progress on
site. They first meet with clients to learn what they want, consider the
clients' tastes, budget and safety needs, advise them on interior design
factors, such as space planning and color coordination. Interior
designers also prepare a portfolio for their work. A portfolio is a
collection of their best work. It demonstrates their skills. A portfolio
includes hand drawings, computer images, photos, and print sampeles."
company 26,job 264,2618.818562941526,1503.1798108296812,part time,none,-33.75945378041806,151.24352012544853,"['Maintenance', 'Property Law']","We are looking for a Project Coordinator, who will be
responsible for the research project of Influence of Globalization on
Education, as well as World Social Forums and Civic Club Discussions."
company 26,job 265,7604.319869329097,3885.431371684691,internship,none,-33.6885965923265,151.2078479470938,['All Community Services & Development '],"The main focus of Cluster Coordinator should be
coordinating cluster development activities, supporting strategy and
action plan development, and supporting theory implementation with
Cluster Specialists in five key clusters (Tourism,  IT, Agroprocessing,
Gems and Jewellery, Precision Engineering)."
company 26,job 266,4834.472605759347,4248.188135663597,full time,PhD,-33.748758144771266,150.91434952155885,"['Dental ', 'Nursing - Management', 'Oil & Gas - Production & Refinement', 'Business Services & Corporate Advisory', 'Winery & Viticulture']","SA Enterprises is looking for a Financial Manager to
oversee the Company's financial flows."
company 26,job 267,5563.117128877456,1642.8237993290095,casual,tertiary,-33.860564683235935,151.21500061285363,"['Internal Communications', 'Management - Agency']","IOGenic is seeking a .NET Developer who will work
under the direct supervision of IOGenics General Management."
company 26,job 268,7367.5405625543835,6521.238695358499,casual,masters,-33.757685543924495,151.23975425967822,"['Editing & Publishing', 'Personal Injury Law', 'Cleaning Services', 'Police & Corrections', 'Mechanical Engineering']","SEAF representative office in Armenia is looking for a
motivated and qualified Accountant who will be responsible for ensuring
implementation of all accounting and financial activities in accordance
with the Armenian legislation, International Financial Reporting
Standards and SEAF internal regulations."
company 26,job 269,1949.833034931614,199.54224378787245,full time,postgraduate,-34.027841071520136,151.4229809506229,"['Contracts Management', 'Mining - Drill & Blast', 'Generalists - In-house', 'Landscape Architecture', 'Other']","The Armenian Representation of the ""World Medicine""
pharmaceutical company is looking for enthusiastic, motivated, hard
working and creative people with excellent knowledge and interpersonal
skills for the position of Medical Representative.
The Medical Representative will be responsible for the effective
promotional activities of the medical products through regular daily
visits to health facilities and face-to-face communication with medical
doctors. Prior to actual work the company provides necessary training
and experience sharing both on companys medications, job design and
working strategy. The company expects the highest level of integrity,
honesty and team working spirit from the incumbent.    
Particularly the Medical Representative should be able to quickly learn
and effectively introduce necessary scientific-medical information for
further promotion of medications. S/he has to build excellent long term
relationships with the medical professionals of Armenia. 
The incumbent should work within the group and closely cooperate with
team members."
company 27,job 270,7404.4286122505155,4091.3656639332,apprenticeship,postgraduate,-33.749824447600886,151.49848188484867,"['Merchandisers', 'Other', 'Security', 'Team Leaders/Supervisors']","Damaris AM Ltd is looking for a qualified Java
Developer to participate in Damaris products development."
company 27,job 271,6706.799960568057,2054.32175192766,part time,PhD,-33.89743223651163,151.1754552459227,"['Community Development', 'Law Clerks & Paralegals', 'Company Secretaries', 'Customer Service - Customer Facing']","IUnetworks is looking for a motivated Business Analyst
for Web based, enterprise level applications."
company 27,job 272,6347.11224141258,4359.440998237874,internship,PhD,-33.797114128631016,150.94410921950214,"['Engineering - Network', 'Childcare & Outside School Hours Care ', 'Other']","Design and Development of complete Java Web
Applications for a commercial web site."
company 27,job 273,6626.508392964657,3808.981836963402,apprenticeship,secondary,-33.91456187233666,151.0534518656218,"['Analysis & Reporting', 'Mining - Operations', 'Mining - Engineering & Maintenance ', 'Medical Imaging', 'Brokerage']","Cascade Insurance ICJSC is looking for a motivated,
self-driven, highly professional candidate for the position of
Operations Specialist. The successful incumbent will be responsible for
daily operating activities of the company. The position holder will
carry out several operational functions and report to Operations Manager
of the company. Cascade Insurance is looking for a well organized and
hard working person able to work in a western-style office environment
towards the achievement of team goals."
company 27,job 274,7544.691986435178,127.3615441175524,part time,none,-33.762021654680964,151.13374421401284,"['Management', 'Aviation Services', 'Management', 'Financial Accounting & Reporting', 'Insurance & Superannuation Law']","The incumbent will make oral interpretation and
written translations of all kinds of documents."
company 27,job 275,5386.531722697908,928.2142695254147,full time,tertiary,-33.923709492626074,151.03841487289498,"['Management - Store ', 'Ambulance/Paramedics']","The incumbent will work under the direct supervision of
the company President and be primarily responsible for covering the front
desk."
company 27,job 276,6516.0598124989765,2401.516078759991,part time,masters,-33.98458104648289,151.46387948682147,"['Supervisors/Team Leaders', 'Marketing Communications', 'All Sport & Recreation', 'Project Management']","Kamurj Universal Credit Organization LLC invites
qualified candidates to apply for the position of Marketing and PR
Manager to develop and constantly update marketing strategy, implement
advertising and promotional activities of the company."
company 27,job 277,3903.609322458408,743.9188903012262,full time,secondary,-33.930283327880744,151.03774762744476,"['Labourers ', 'Other', 'Tour Guides', 'Maintenance & Handyperson Services', 'Corporate Development']","Medical Representative will promote products of Krka
to pharmacists in drug stores and doctors in clinics."
company 27,job 278,7196.842770226944,4475.284243324061,part time,postgraduate,-34.10784927017802,151.24140270433875,"['Mining - Exploration & Geoscience', 'Consulting & Generalist HR', 'Sales Representatives/Consultants ', 'Other']","AtTask has an opening for iPhone/ iPad Application
Developer who will help develop mobile applications for work management
platform at Yerevan office."
company 27,job 279,9279.501103458253,7572.18511694205,internship,masters,-33.77871404001343,150.9707683994786,"['Management', 'Developers/Programmers ', 'Nursing - Paediatric & PICU', 'Database Development & Administration']","The Contract Officer will be responsible for the
provision of legal advice and consultancy to World Vision Armenia (WVA)
staff, as well as for the development and review of different types of
contracts and agreements. He/ she will be ensuring minimization of risks
of the organization, related to legal and contracting issues."
company 28,job 280,9656.805387734197,322.96832438023836,part time,postgraduate,-33.880146526432185,151.35840145826722,"['Superannuation', 'Cost Accounting']","The Vardenis ADP Administrative Assistant will provide
administrative, logistics and programmatic support services to Marz/ ADP
including assistance in coordination of information flow, contribution to
operational efficiency and effectiveness. The incumbent plays an integral
role in the flow of information into, through and out of the ADP and is
the first point of contact for anyone contacting the program."
company 28,job 281,9635.884355893508,1399.2920727636315,part time,masters,-34.08927692460794,151.3695882223421,"['Materials Sciences', 'Estimating', 'Front Office & Guest Services', 'Mortgages', 'Architects']","The incumbent will be responsible for the design and
development of methodology of quantitative and qualitative researches and
surveys organized by the Company, as well as for the organization and
implementation of all phases of the applied sociological researches such
as planning, fieldwork conduction and data processing."
company 28,job 282,1616.900195699338,824.2566677748353,full time,PhD,-33.81480379574152,151.22655549157952,['Teaching - Secondary'],"Career Center is looking for capable candidates to work
as an Assistant to Director for its Partner Company."
company 28,job 283,1242.1901564818982,338.92907478106804,casual,PhD,-33.78562802206993,151.24288135050134,['Natural Therapies & Alternative Medicine'],"We are looking for 3 highly qualified Java Software
Developers."
company 28,job 284,3602.7750603298246,803.6103275099205,casual,PhD,-33.82500236437518,151.0966735859734,"['Building Services Engineering', 'Credit', 'Nursing - Educators & Facilitators', 'Strategy & Planning']","Energize Global Services CJSC is looking for Senior
Accountants to perform duties and activities related to accounting
procedures, taxation, as well as financial and management reporting."
company 28,job 285,7646.163423361549,7293.423114559693,casual,PhD,-33.77771549329415,150.9021609203269,"['Water & Waste Engineering', 'Sales - Pre & Post', 'Other', 'Teaching - Vocational', 'Mining - Processing']","Electronics Planet is seeking a Procurement and
Logistics Specialist to assist in finding manufacturers, negotiate and
analyze costs, work with domestic and international vendors to provide
overall order fulfillment, planning, organizing and monitoring of the
supply chain as well as customs clearance procedures."
company 28,job 286,7109.479058080947,6313.4568305238345,apprenticeship,secondary,-33.630189013742914,151.23419373043978,"['Government - Local ', 'Veterinary Services & Animal Welfare', 'Travel Agents/Consultants']","Virtual Solution Global Services LLC is seeking a
Software Project Manager."
company 28,job 287,8229.42469613798,2114.251611262131,apprenticeship,postgraduate,-33.947823976223646,151.52280512299512,"['Direct Marketing & CRM', 'Labourers ', 'Accounts Receivable/Credit Control']","Inecobank CJSC is seeking candidates for the vacant
position of Branch Manager for the new branch to be opened in Yerevan.
The incumbent will be responsible for profitability of the branch, client
attraction and effective work organization."
company 28,job 288,7658.48939629229,2968.4646403942606,apprenticeship,postgraduate,-33.59690552182308,151.19051955282362,"['Chefs/Cooks ', 'Farm Management', 'Forensic Accounting & Investigation', 'Kitchen & Sandwich Hands']","The Executive Director will be responsible for the
planning and implementation of strategic and tactical activities of
Triyan LLC and meet the defined target goals."
company 28,job 289,7606.993033980619,7044.2716283746095,internship,masters,-33.67340798037664,151.12168531836826,"['Claims', 'Other', 'Nursing - Psych, Forensic & Correctional Health', 'Architectural Drafting']","The incumbent will be responsible for managing and
directing the overall human resource activities for the Company including
recruitment, selection, benefits, compensation, staff development, etc.
He/ she will also be responsible for establishing and updating Company
policies and procedures."
company 29,job 290,5964.628798722796,3036.3883699030116,apprenticeship,none,-33.788617627910064,151.1729764071989,"['Reservations', 'Technicians ', 'Surveying', 'Strategy & Planning']","The incumbent will increase effectiveness of the fight
against money laundering and terrorism financing."
company 29,job 291,5355.976147698497,598.5844717430599,apprenticeship,masters,-34.06087833336504,151.36916165180025,"['Corporate Development', 'Tax Law', 'New Business Development', 'Labourers ', 'Biological & Biomedical Sciences']",Assist CEO in daily routine works.
company 29,job 292,8880.296840212448,4756.173728452459,casual,none,-33.665433914451555,151.1528600813558,"['All Government & Defence ', 'Property Law', 'Sales - Inbound', 'Other']","Micro-biological lab. work with food products
Production quality assesement."
company 29,job 293,9766.21259451417,8104.766581125245,part time,masters,-33.73551053884994,151.17688748091334,"['Financial Planning', 'Front Office & Guest Services']","World Vision Armenia is looking for a Driver to provide
WV Armenia Program Office with a full range of driving services."
company 29,job 294,5262.145602100801,1881.8569792793082,internship,none,-33.81782627683094,151.53060191778974,"['Aviation Services', 'Oil & Gas - Exploration & Geoscience']","The Administrative Secretary will work for College of
Health Sciences at AUA. The incumbent will provide general
administrative and logistical support to the academic department and
research center."
company 29,job 295,9519.366194626002,5948.674301169494,internship,postgraduate,-33.62687010035345,151.14114106079685,['All Legal '],"We are expanding our Language Center activities and
are looking for more qualified language specialists. Under the overall
supervision of the Language Center Director the Language Instructor will
develop and conduct language classes."
company 29,job 296,1556.7934627651002,1397.7266732752037,full time,secondary,-33.88604935097347,151.07037397111662,"['Art Direction', 'Corporate Finance & Investment Banking', 'Promotions', 'Nursing - Theatre & Recovery']","The incumbent will be responsible for the layout,
visual appearance, usability, maintenance and development of existing
company websites and for managing all brand communications through
digital channels, setting up, selling and executing a vision, from
delivering stand alone projects to integrated campaigns, developing brand
presence, tracking online and delivering brand email. The Digital
Marketing Manager will also be responsible for delivering the digital
brand objectives."
company 29,job 297,8039.068966489599,6176.876622253932,internship,tertiary,-33.98955484476089,151.27443870488958,"['Pattern Makers & Garment Technicians', 'Developers/Programmers ', 'Rail & Maritime Transport', 'Agency Account Management']","Under the overall guidance of the International Team
Leader and direct supervision of the International Adviser, the
Administrative Assistant/ Interpreter will provide interpretation and
administrative services, ensuring high quality of work, accuracy and
consistency of service delivery. 
The Administrative Assistant/ Interpreter will promote a collaborative,
client-focused, quality and result-oriented approach in the delivery of
all administrative services."
company 29,job 298,6656.102413184073,1571.9187013392589,casual,masters,-33.709778531726,151.21223575027324,"['Audit - Internal', 'Consultants', 'Navy', 'All Call Centre & Customer Service ']","BetConstruct is looking for a qualified .Net C#
Developer who will participate in various projects. This is a great
opportunity to work on new projects in a fast paced environment, with a
highly creative team."
company 29,job 299,8816.684946871834,1515.8128486470423,full time,masters,-33.95608390370092,151.12238894724348,"['Mechanical Engineering', 'Industrial Engineering', 'Freight/Cargo Forwarding', 'Brand Management']","The Electronics/ PLC Engineer will perform duties under
the general direction of the Electrical Supervisor. The incumbent will
work independently to perform maintenance, repair, and/ or modification
of the plants computer driven controls systems and the plants mechanical
and electrical systems. He/ she will be involved in fabrication,
application, installation and repair of electrical and electromechanical
equipment, the installation of electrical conduit and machine/ building
wiring."
company 30,job 300,1509.734107700008,623.4420953389497,full time,tertiary,-33.87580035115741,151.10879998521378,"['Legal Practice Management', 'Natural Therapies & Alternative Medicine', 'All Legal ', 'Other', 'All Administration & Office Support ']","The Audit Assistant is a junior professional position
who assists senior audit staff in the office and in field works, as a
member of the audit team. He/ she will be supervised directly by
In-Charge Auditor (Team Leader) and report to him/ her on a regular basis
on completion of assigned tasks."
company 30,job 301,6458.327286726321,4958.307033503966,casual,tertiary,-33.707853165891756,151.2503762557616,"['Strategy & Planning', 'Mortgages', 'Quality Assurance & Control']","The IFES branch in Armenia (IFES/Armenia) and the
Center for Community Dialogues and Initiatives (CCDI) head office are
seeking for young volunteers, who will support IFES/Armenia and CCDI
staff and instructors in everyday work in the framework of Citizens
Awareness and Participation in Armenia project.
Volunteers (voluntarily) will assist IFES and CCDI staff and instructors
in preparing needed materials for meetings, discussions with the general
public - preparing interactive games, conducting translations, preparing
placards, printing texts, copying materials, as well as assisting in
other organizational and administrative issues."
company 30,job 302,4298.326426554133,3114.353849649206,apprenticeship,postgraduate,-33.95741056800287,151.529916375818,"['Funds Management', 'Management - Schools', 'Mortgages']","Project Harmony, an innovate, non-profit organization
that builds strong communities by fostering civic leadership, harnessing
internet technology, and facilitating cross-cultural experiential
learning, is currently accepting applications for positions within the
Armenia School Connectivity Programs, a high profile secondary school
technology in education programs of the US Department of State, Bureau
of Educational and Cultural Affairs and the ZANG Armenian Legal
Socialization Project, a unique project that brings together educators
and law enforcement officials to create lessons in legal socialization
that will be piloted in the secondary schools throughout Armenia."
company 30,job 303,5464.301425806617,4477.3685134918505,internship,PhD,-33.77139676073969,151.21913329495808,"['Contracts Management', 'Occupational Health & Safety', 'All Information & Communication Technology ', 'General/Business Unit Manager', 'Modelling & Simulation']","The candidate should be a dynamic personality, with
exceptional problem solving and decision making abilities. The
successful candidate will work in close collaboration with and under
supervision of the expatriate teamleader based in Baku/Azerbaijan. 
She/he should demonstrate ability to work independently, with a
proactive approach. She/he should have good organizational skills, a
high sense of responsibility and the ability to communicate."
company 30,job 304,5168.483833877352,590.5145940163347,full time,secondary,-33.93333549941624,150.90824233266545,['Management & Change Consulting'],"Essence Development is looking for Software Quality
Assurance Engineer for long-term projects. Selected candidate will
perform required test types for web applications."
